"Topic","Question","Correct_Answer","Common_Incorrect_Answer_Flag","Source"
"Geography","Explain the Davisian 'Geographical Cycle' (cycle of erosion) and contrast it sharply with Walther Penck's model. Why did Davis's youth-maturity-old age scheme face criticism, and how does the concept of dynamic equilibrium (Hack) supersede both?","W.M. Davis (1899) proposed that landscape evolution is a function of Structure, Process and Stage ('time'). A region is rapidly uplifted, then erosion proceeds through Youth (deep V-valleys, rapid downcutting, high relief, few tributaries, waterfalls), Maturity (maximum relief, well-graded trunk streams, fully developed drainage, widest valleys), and Old age (low relief, broad floodplains, monadnocks rising above a near-flat peneplain close to base level). Davis assumed rapid uplift FOLLOWED by long still-stand. Penck (1924, Morphological Analysis) rejected this sequence: he argued uplift and denudation occur SIMULTANEOUSLY, and slope form reflects the RATE of uplift relative to erosion - accelerating uplift gives convex 'waxing' slopes (aufsteigende Entwicklung), waning uplift gives concave slopes (absteigende Entwicklung). Penck also emphasised parallel slope retreat (backwearing) producing pediments, versus Davis's slope decline (downwearing) producing peneplains. Criticisms of Davis: (1) the assumption of rapid uplift then prolonged tectonic quiescence is geologically unrealistic; (2) it is largely qualitative and untestable; (3) climatic change over the long cycle is ignored; (4) 'old age' peneplains are rarely observed. J.T. Hack (1960) introduced dynamic equilibrium from general systems theory: under steady uplift and erosion the landscape reaches a time-independent steady state where form is adjusted to process and rock resistance, and differences in relief reflect differences in lithology/process, NOT a stage in a time sequence. Thus Hack replaces the time-bound (historical) view with a process-equilibrium view. (Savindra Singh - Geomorphology; Strahler - Physical Geography.)","The classic mistake is conflating Penck with Davis or stating Penck simply 'continued' Davis's stages - in fact Penck rejected the youth/maturity/old-age stage sequence and the rapid-uplift-then-stillstand premise. Another error is attributing parallel slope retreat (backwearing) to Davis; backwearing/pediplanation is Penck and L.C. King, whereas Davis advocated slope decline (downwearing). Confusing peneplain (Davis) with pediplain (King) is also frequent.","Savindra Singh - Geomorphology; Strahler - Physical Geography; W.M. Davis (1899); Penck (1924); Hack (1960)"
"Geography","A topographic map has a Representative Fraction of 1:50,000. (a) What ground distance does 4.7 cm on the map represent, in km? (b) If a meandering river measured with a thread is 11.3 cm on the map, what is its true length? (c) On a 1:50,000 map with a contour interval of 20 m, two points are 8 mm apart on the map and the contour values differ by 60 m; compute the average gradient as a ratio and as a percentage. (d) What is the verbal scale and how would the RF change if the map were photographically enlarged by 25%?","(a) RF 1:50,000 means 1 cm on map = 50,000 cm = 500 m = 0.5 km on ground. So 4.7 cm = 4.7 x 0.5 = 2.35 km. (b) 11.3 cm x 0.5 km/cm = 5.65 km true river length. (c) Horizontal distance = 8 mm = 0.8 cm = 0.8 x 500 m = 400 m on ground. Vertical difference (rise) = 60 m. Gradient = rise/run = 60/400 = 0.15, i.e. a ratio of 1 in 6.67 (0.15 = 1/6.67). As a percentage = 0.15 x 100 = 15%. (As an angle, arctan(0.15) ~ 8.5 degrees.) (d) Verbal scale: '1 centimetre to half a kilometre' (or 1 cm = 0.5 km). On enlargement by 25%, map distances grow but ground distances stay fixed, so the SAME ground length now occupies more map length, making the scale LARGER (denominator smaller). New RF = 50,000 / 1.25 = 40,000, i.e. 1:40,000. (NCERT Practical Work in Geography; Strahler - Physical Geography.)","The biggest error is treating enlargement as making the scale 'smaller' (1:62,500). Enlargement makes a map scale LARGER, so the RF denominator must be DIVIDED by 1.25 (= 40,000), not multiplied. Another classic mistake is computing gradient wrongly by mixing units - using 8 mm directly with 60 m, or dividing run by rise; gradient must be vertical rise over horizontal ground distance in the same length units. Forgetting to convert the thread length using the RF (or doubling instead of halving) also misstates river length.","NCERT - Practical Work in Geography (Class XI/XII); Strahler - Physical Geography"
"Geography","A flight departs Tokyo (139 E) at 23:00 local time on 14 March and the flight time is 11 hours 30 minutes to San Francisco (122 W). Using only longitude (ignore Daylight Saving) determine the local arrival time and date in San Francisco, and explain the role of the International Date Line. Then compute the local solar time difference between two places on the same parallel that are 47 degrees of longitude apart.","Step 1 - Time zone difference by longitude. Earth rotates 360 degrees in 24 hours = 15 degrees per hour, i.e. 4 minutes per degree. Tokyo 139 E and San Francisco 122 W: total longitudinal separation = 139 + 122 = 261 degrees going eastward, but the SHORTER arc across the Pacific (the actual flight path) is 360 - 261 = 99 degrees, with San Francisco to the EAST of Tokyo across the Date Line. Time difference = 261 x 4 min = 1044 min = 17.4 h... using standard zones, Tokyo is UTC+9 and San Francisco (standard, no DST) is UTC-8, a difference of 17 hours, with SF behind Tokyo. Step 2 - Departure 23:00 on 14 March Tokyo time = 14:00 (2 pm) UTC on 14 March. Flight 11 h 30 m later = 01:30 UTC on 15 March. Convert to SF (UTC-8): 01:30 - 8 h = 17:30 on 14 March. So arrival is 17:30 (5:30 pm) local time on 14 March - i.e. it arrives the SAME calendar day and earlier clock time than departure, because crossing the Date Line eastward you SUBTRACT a day. Step 3 - The International Date Line (~180 deg) is where the calendar date changes: crossing it travelling eastward (Asia to America) you repeat/go back a day; westward you advance a day. Step 4 - Solar time for 47 deg of longitude: 47 x 4 min = 188 min = 3 hours 8 minutes; the place to the east is ahead by 3 h 8 m. (NCERT Geography - The Earth's Motions; Goh Cheng Leong.)","The most common error is adding the longitudes (261 deg) and applying it as the time difference, or forgetting the Date Line so the date comes out wrong (e.g. arriving 15 March). Crossing the IDL eastward you must subtract one calendar day. A second error is using 1 degree = 1 minute instead of the correct 1 degree = 4 minutes (15 deg = 1 hour). Confusing standard time zones with mean solar time, or applying DST when told to ignore it, also produces wrong answers.","NCERT Geography (Fundamentals of Physical Geography - Motions of the Earth); Goh Cheng Leong - Certificate Physical and Human Geography"
"Geography","Using Christaller's Central Place Theory, explain the marketing (k=3), transport (k=4) and administrative (k=7) principles. Derive WHY k=3 yields the 1,3,9,27 progression of central places and how the hexagonal lattice arises. Critically evaluate the theory's assumptions against real settlement patterns.","Christaller (1933) sought to explain the size, number and spacing of settlements. Key concepts: the RANGE (max distance consumers travel for a good) and the THRESHOLD (minimum demand/population needed to sustain a service). High-order goods (cars, specialist hospitals) have large range/threshold and few central places; low-order goods (bread) have small range and many places. Because circular market areas either overlap or leave gaps, the equilibrium packing that covers a plain with no gaps and no overlap is a HEXAGON (the densest gap-free packing of equal areas approximating circles). Marketing principle (k=3): each higher-order centre serves itself plus shares of the 6 surrounding lower-order centres, which lie at the CORNERS (vertices) of the hexagon. Each such corner is shared among 3 adjacent higher-order hexagons, so it counts as 1/3; total served = 1 (itself) + 6 x 1/3 = 3. Hence each centre dominates the equivalent of 3 next-lower places, giving the nesting 1, 3, 9, 27, 81... and market areas in ratio 1:3:9. Transport principle (k=4): lower centres sit at the MIDPOINTS of the hexagon edges (so they lie on straight routes connecting higher centres), each midpoint shared by 2 hexagons; served = 1 + 6 x 1/2 = 4, so the area ratio is 4 (1,4,16,64), minimising route length. Administrative principle (k=7): the 6 lower centres lie wholly INSIDE the higher centre's hexagon (not shared on any boundary), so served = 1 + 6 x 1 = 7 (1,7,49), giving exclusive control with no divided allegiance, ideal for administration. Critique - assumptions rarely hold: (1) isotropic flat plain with uniform population/purchasing power; (2) uniform transport cost in all directions; (3) perfectly rational economic consumers going to nearest centre; (4) no agglomeration/no government interference. Real landscapes have relief, uneven resources, transport corridors and historical inertia, so patterns deviate; Losch later generalised it with a continuum of k-values. (NCERT - Human Geography; Majid Husain - Models in Geography.)","A frequent error is saying k=3 means each centre serves exactly 3 WHOLE lower towns, forgetting the fractional sharing of boundary settlements: for k=3 the 6 neighbours sit at hexagon CORNERS shared by 3 centres, so each counts 1/3 and 1 + 6 x 1/3 = 3 (it is the k=4 TRANSPORT case where neighbours sit at edge midpoints shared by 2, giving 1 + 6 x 1/2 = 4). Another error is mixing up the principles: associating k=4 with administration or k=7 with transport. Many also wrongly claim circular market areas are the equilibrium - circles leave gaps or overlap, which is exactly why hexagons emerge. Treating the theory as descriptive of real cities rather than a normative idealised model is also a conceptual error.","NCERT Geography (Fundamentals of Human Geography); Majid Husain - Models, Theories and Laws in Geography; Christaller (1933)"
"Geography","Explain the Coriolis effect quantitatively: derive the Coriolis acceleration formula, compute the Coriolis parameter f at 30 N, and explain why cyclones rotate anticlockwise in the Northern Hemisphere and why there are no hurricanes at the equator. Then explain geostrophic balance.","The Coriolis force is an apparent (inertial) force in the rotating Earth frame. Its acceleration is a = 2 (Omega x V); for horizontal motion the relevant component uses the Coriolis parameter f = 2 Omega sin(phi), where Omega = Earth's angular velocity = 2 pi / 86164 s (sidereal day) = 7.292 x 10^-5 rad/s, and phi = latitude. At 30 N: sin 30 = 0.5, so f = 2 x 7.292e-5 x 0.5 = 7.292 x 10^-5 s^-1. The deflection magnitude per unit speed is f; a 20 m/s wind experiences Coriolis acceleration 2 Omega V sin phi = 7.292e-5 x 20 = 1.46 x 10^-3 m/s^2. Direction: in the Northern Hemisphere moving objects are deflected to the RIGHT of their motion; air converging into a low-pressure centre is therefore turned right, producing ANTICLOCKWISE (cyclonic) circulation around NH lows (clockwise in the SH). No hurricanes at the equator: f -> 0 as phi -> 0 (sin 0 = 0), so there is no Coriolis deflection to set up and sustain the rotating vortex; tropical cyclones generally form only poleward of about 5 degrees latitude. Geostrophic balance: above the friction layer, the horizontal pressure-gradient force is balanced by the Coriolis force, so wind blows PARALLEL to the isobars (not across them), with low pressure to the left in the NH. Geostrophic wind speed Vg = (1/(rho f)) x (dp/dn). (Strahler - Physical Geography; NCERT - Atmospheric Circulation.)","The biggest error is reversing the deflection: stating NH deflection is to the left (it is to the RIGHT) or that NH cyclones spin clockwise (they spin anticlockwise; only NH anticyclones are clockwise). Another error is claiming the Coriolis force does work or changes speed - it acts perpendicular to motion and only changes direction. Forgetting the sin(phi) latitude dependence (so f wrongly stays constant or maximal at the equator) wrongly predicts equatorial hurricanes. Using the solar day (86400 s) instead of the sidereal day for Omega gives a slightly wrong value.","Strahler - Physical Geography; NCERT Geography (Fundamentals of Physical Geography - Atmospheric Circulation); Savindra Singh - Physical Geography"
"Geography","A country has a Crude Birth Rate of 34/1000 and a Crude Death Rate of 9/1000, with negligible migration. (a) Compute the rate of natural increase and the approximate doubling time using the rule of 70. (b) Place this country in the Demographic Transition Model and justify the stage. (c) Critique CBR/CDR as measures and explain why Total Fertility Rate and age structure give a better picture, including the concept of demographic dividend and population momentum.","(a) Rate of natural increase (RNI) = (CBR - CDR)/10 as a percent = (34 - 9)/10 = 2.5% per year. Doubling time by the rule of 70 = 70 / 2.5 = 28 years. (b) In the Demographic Transition Model (DTM), high CBR with already much-reduced CDR and rapid growth corresponds to STAGE 2 (late) to STAGE 3 (early) - the 'expanding' phase: death rates have fallen sharply due to better medicine, sanitation and food, while birth rates remain high but are beginning to decline. The high RNI (2.5%) and the still-high CBR point to late Stage 2 / early Stage 3, typical of many developing economies. (c) Critique: CBR and CDR are CRUDE because they divide events by total population, ignoring AGE STRUCTURE. A country with many elderly will show a high CDR even with good health (e.g. high-income aging nations), and a youthful country shows a low CDR simply because few are old - so CDR comparisons mislead. Total Fertility Rate (average children per woman, replacement ~2.1) is age-standardised and better reflects fertility behaviour independent of age structure. Demographic dividend: when the DTM lowers fertility, the working-age share (15-64) bulges relative to dependents, boosting growth potential - a transient window. Population momentum: even when TFR falls to replacement, a population keeps growing for decades because a large cohort of young people is still entering reproductive age. (NCERT - Human Geography; Strahler.)","A common error is reading a high CDR as 'unhealthy' and a low CDR as 'healthy', ignoring that CDR is heavily driven by age structure (rich aging countries can have higher CDR than poor youthful ones). Another is computing RNI without dividing by 10 (reporting 25% instead of 2.5%) or misapplying the rule of 70 (e.g. 70/25). Placing a 2.5% growth, high-birth country in Stage 4 (low-stationary) is wrong - Stage 4 has low CBR and low RNI. Confusing TFR with CBR is also frequent.","NCERT Geography (Fundamentals of Human Geography - Population Composition); Strahler - Physical Geography; Demographic Transition Model (Warren Thompson / Notestein)"
"Geography","Explain the El Nino-Southern Oscillation (ENSO) mechanism in full: the Walker circulation, the breakdown that produces El Nino, the role of the thermocline and upwelling off Peru, the Southern Oscillation Index, and the global teleconnections including effects on the Indian monsoon. Contrast with La Nina.","Normal (non-ENSO) conditions: trade winds blow east-to-west across the tropical Pacific, piling warm water in the western Pacific 'warm pool' (sea level ~0.5 m higher near Indonesia) and dragging surface water away from South America. This drives the WALKER CIRCULATION - rising air, low pressure and heavy rain over Indonesia/western Pacific, and sinking air, high pressure and aridity over the eastern Pacific/Peru. Off Peru, the displacement of surface water causes strong UPWELLING of cold, nutrient-rich deep water (shallow thermocline), supporting the great anchovy fishery. El Nino: the trade winds weaken or reverse, the warm pool sloshes EASTWARD (a Kelvin wave), the thermocline off South America DEEPENS, upwelling is suppressed, eastern Pacific SSTs rise 2-5 C, fisheries collapse, and the rising-air convection migrates to the central/eastern Pacific - so the Walker cell weakens/reverses, bringing floods to Peru and drought to Australia/Indonesia. Southern Oscillation: the see-saw of atmospheric pressure between Tahiti (east) and Darwin (west); the Southern Oscillation Index (SOI) = standardised Tahiti-minus-Darwin pressure difference - strongly NEGATIVE SOI accompanies El Nino, positive SOI accompanies La Nina. Indian monsoon teleconnection: El Nino years are statistically associated with WEAKER/deficient Indian summer monsoon rainfall (the rising limb shifts away from the Indian Ocean), raising drought risk; though the Indian Ocean Dipole can modulate this. La Nina is the opposite, intensified phase: stronger-than-normal trades, an even cooler eastern Pacific, stronger Walker cell, enhanced Asian/Indian monsoon and Australian rains. (NCERT; Strahler - Physical Geography.)","A frequent error is reversing the SST pattern - saying El Nino COOLS the eastern Pacific (it warms it; cooling is La Nina). Another is stating El Nino strengthens the trade winds and Walker circulation, when in fact it WEAKENS or reverses them. Confusing the direction of the SOI (positive for El Nino) is common - El Nino corresponds to NEGATIVE SOI. Saying El Nino brings a strong Indian monsoon is wrong; it is typically associated with deficient monsoon rainfall. Treating ENSO as purely oceanic and ignoring the coupled atmospheric (Southern Oscillation) component is a conceptual error.","Strahler - Physical Geography; NCERT Geography (Fundamentals of Physical Geography - Atmosphere/Ocean); Savindra Singh - Oceanography"
"Geography","Compute and interpret a stream's hydrology: a drainage basin of area 1,200 km^2 receives 850 mm of annual rainfall; evapotranspiration removes 500 mm. (a) Estimate the mean annual discharge in m^3/s assuming the rest becomes runoff. (b) Compute the runoff coefficient. (c) Define and explain how to use the bifurcation ratio and drainage density, and what a low vs high drainage density implies about lithology and climate. (d) Explain how the Hjulstrom curve governs erosion, transport and deposition.","(a) Runoff depth = rainfall - evapotranspiration = 850 - 500 = 350 mm = 0.35 m/yr. Volume per year = area x depth = 1200 km^2 x 0.35 m = (1200 x 10^6 m^2) x 0.35 m = 4.2 x 10^8 m^3/yr. Seconds per year = 365.25 x 24 x 3600 = 3.156 x 10^7 s. Mean discharge Q = 4.2e8 / 3.156e7 = 13.3 m^3/s. (b) Runoff coefficient = runoff / precipitation = 350/850 = 0.41 (about 41% of rainfall becomes streamflow). (c) Bifurcation ratio Rb = number of streams of a given Strahler order / number of the next higher order; typically 3-5. Low Rb (~2-3) indicates flat, structurally uniform basins with peaky, flashy flood hydrographs; high Rb suggests elongated basins controlled by geological structure with more subdued flood peaks. Drainage density Dd = total channel length / basin area (km/km^2). HIGH Dd occurs on impermeable rock (clay, shale), sparse vegetation, and high-intensity rainfall (much overland flow, many channels); LOW Dd occurs on permeable, resistant rock (limestone, sandstone), dense vegetation and where infiltration dominates. (d) The Hjulstrom curve plots flow velocity against grain size for the thresholds of erosion, transport and deposition. Sand (~0.1-0.5 mm) is the EASIEST to entrain (lowest critical erosion velocity). Fine clays/silts need surprisingly HIGH velocities to erode because of cohesion, yet once suspended they stay in transport down to very low velocities. Coarse gravels need high velocities to move and deposit quickly when flow slackens. The gap between the erosion and deposition curves explains why fine cohesive sediment, once moving, travels far. (Strahler - Physical Geography; Savindra Singh - Geomorphology.)","A frequent error is forgetting to subtract evapotranspiration (using full 850 mm) or mishandling unit conversions - especially km^2 to m^2 (x10^6) and year to seconds - which throws Q off by orders of magnitude. Another is assuming finer particles always erode more easily; the Hjulstrom curve shows cohesive clays need HIGH velocities to erode. Inverting drainage-density logic (claiming permeable limestone gives high Dd) is wrong - permeable rock gives LOW density. Confusing bifurcation ratio with drainage density is also common.","Strahler - Physical Geography; Savindra Singh - Geomorphology; Hjulstrom (1935); NCERT Geography"
"Geography","Explain the Koppen climate classification scheme and apply it: classify a station with the following monthly data pattern - hot summers, a distinct dry winter, total annual rainfall ~1100 mm with over 80% falling May-September, coldest month 18.5 C, driest winter month <30 mm. Derive the exact Koppen code and contrast it with Aw and Cwa. Also state the aridity threshold formula for B climates.","Koppen (1918, revised 1936) classifies climate by temperature and precipitation thresholds correlated with vegetation. Main groups: A (tropical, every month >18 C), B (dry, defined by an aridity threshold), C (warm temperate / mesothermal, coldest month between -3 C and 18 C), D (cold/continental, coldest month < -3 C, warmest >10 C), E (polar, warmest <10 C). Application: coldest month = 18.5 C, which is just ABOVE 18 C, so by the A/C boundary it is TROPICAL (group A), NOT C. Rainfall is markedly seasonal with a dry winter (driest month <60 mm and the classic monsoon/savanna dry-winter pattern). With a pronounced dry season in the low-sun (winter) period and a tropical regime, the code is Aw (tropical wet-and-dry / savanna) - but if the driest month receives less than 60 mm AND it is a true monsoon regime with very heavy summer rain, many texts code it Aw (savanna) versus Am (tropical monsoon, where a short dry season is compensated by very heavy rain meeting Am threshold). Given coldest month 18.5 C (>18 -> A) and dry winter, the answer is Aw. Contrast: if the coldest month were instead, say, 16 C (between -3 and 18) with the SAME hot summer (warmest >22 C) and dry winter, it would be Cwa (humid subtropical with dry winter, hot summer) - the China/north-India type. The key discriminator between Aw and Cwa is purely the coldest-month temperature relative to 18 C. B-climate aridity threshold (mm): R = 20T + (a constant for rainfall seasonality) where T is mean annual temperature in C; the constant is +280 if >=70% of rain falls in the high-sun half-year, +140 if evenly distributed, +0 if >=70% falls in the low-sun half-year. If annual precipitation < this threshold -> BW/BS (desert/steppe). (Strahler - Physical Geography; Goh Cheng Leong.)","The dominant error is classifying an 18.5 C coldest-month station as C (temperate) instead of A (tropical) - the A/C divide is the 18 C coldest month, and 18.5 > 18 means group A. Another is confusing 'w' (dry winter) with 's' (dry summer, Mediterranean) - savanna/monsoon has a dry WINTER (low-sun) season. Mixing up the B-climate threshold constants (using +280 when rain falls in winter) reverses the result. Also, calling a dry-winter tropical climate 'Cwa' ignores the coldest-month temperature test.","Strahler - Physical Geography; Goh Cheng Leong - Certificate Physical and Human Geography; Koppen (1936); NCERT Geography (World Climate)"
"Quantum Physics","Two spin-1/2 particles are prepared in the singlet state |psi> = (1/sqrt2)(|up dn> - |dn up>). (a) Compute the reduced density matrix for particle A and its von Neumann entropy. (b) Alice measures Sz on A and obtains +hbar/2. What is the post-measurement state of B, and what probability distribution does Bob see for an independent Sz measurement BEFORE learning Alice's result? (c) Explain quantitatively why Alice's measurement cannot transmit a signal to Bob.","(a) Trace out B: rho_A = Tr_B|psi><psi|. The singlet gives rho_A = (1/2)(|up><up| + |dn><dn|) = (1/2)I, the maximally mixed state. Von Neumann entropy S = -Tr(rho_A ln rho_A) = -[(1/2)ln(1/2)+(1/2)ln(1/2)] = ln 2 (= 1 bit). This is the entanglement entropy; it equals S(rho_B), confirming maximal entanglement. (b) The singlet is anticorrelated: if Alice gets Sz=+hbar/2 on A, |psi> collapses to |up dn>, so B is definitely |dn> (Sz=-hbar/2) along the same axis. However, before Bob learns Alice's outcome, Bob's description of his system is the reduced state rho_B = (1/2)I, so his marginal probabilities are P(up)=P(dn)=1/2 - unchanged whether or not Alice measured, and independent of Alice's choice of axis. (c) No-signaling: Bob's local observable expectation values depend only on rho_B = Tr_A(rho_AB). Any local operation/measurement by Alice (a CPTP map or projective measurement averaged over unknown outcomes) leaves rho_B = Tr_A[(E_A (x) I)rho_AB] = Tr_A rho_AB invariant because sum over outcomes of E_A = I. Therefore no measurement statistics Bob can access change, and correlations only appear when the two results are classically compared (which requires a subluminal channel). This is the standard treatment in Sakurai, Modern Quantum Mechanics, Ch. 3, and Nielsen & Chuang.","WRONG: 'Bob's state instantly becomes |dn> so Bob can detect Alice's measurement and receive a signal faster than light.' This conflates the conditional (post-selected) state with Bob's accessible marginal. Bob's reduced density matrix stays (1/2)I regardless of what Alice does; the anticorrelation is only revealed by comparing records. Treating the collapse as a locally observable change violates the no-signaling theorem. A second common error is computing S using log base e but reporting '1' (mixing nats and bits) or forgetting to normalize rho_A.","Sakurai - Modern Quantum Mechanics (Ch. 3); Nielsen & Chuang - Quantum Computation and Quantum Information"
"Quantum Physics","Consider the linear Stark effect for the n=2 level of hydrogen in a uniform field E zhat (perturbation H' = eEz). The n=2 manifold is 4-fold degenerate: |2s>, |2p,m=0>, |2p,m=+/-1> (ignore spin). Set up and diagonalize the perturbation within this degenerate subspace and give the first-order energy shifts. The only nonzero matrix element is <2,0,0|z|2,1,0> = -3a0 (a0 = Bohr radius).","Use degenerate perturbation theory: diagonalize H' in the 4-dim n=2 subspace. By parity, z connects states of opposite parity, and by [Lz,z]=0 it conserves m. So z only couples |2s> (l=0,m=0) and |2p0> (l=1,m=0). The matrix element <2,1,0|eEz|2,0,0> = eE(-3a0) = -3eEa0. The m=+/-1 states have no matrix elements with anything in the manifold (different m or same parity), so they remain unshifted at first order: DeltaE(m=+/-1)=0. The 2x2 block in the {|2s>,|2p0>} basis is [[0, -3eEa0],[-3eEa0, 0]], whose eigenvalues are +/-3eEa0 with eigenvectors (1/sqrt2)(|2s> -/+ |2p0>) (i.e. (1/sqrt2)(|2s> - |2p0>) has eigenvalue +3eEa0, (1/sqrt2)(|2s> + |2p0>) has eigenvalue -3eEa0). Final first-order shifts: DeltaE = +3eEa0, 0, 0, -3eEa0. The degeneracy is partially lifted into three levels (split +/-3eEa0 and a doubly degenerate unshifted level). This is linear in E (linear Stark effect), unique to hydrogen's accidental l-degeneracy. Reference: Griffiths, Introduction to Quantum Mechanics, degenerate perturbation theory section; Sakurai Ch. 5.","WRONG: 'The first-order shift is zero because <z> vanishes by parity for all states.' That is true for nondegenerate states but the n=2 levels are DEGENERATE, so one must diagonalize within the subspace, where the off-diagonal 2s-2p0 element is nonzero, giving a nonvanishing linear shift. Another error: claiming all four states split (forgetting m=+/-1 stay unshifted), or using <2,0,0|z|2,1,0>=+3a0 sign / wrong magnitude, or treating it as a quadratic (second-order) effect.","Griffiths - Introduction to Quantum Mechanics (degenerate perturbation theory); Sakurai - Modern Quantum Mechanics (Ch. 5)"
"Quantum Physics","Two identical spin-1/2 electrons (no mutual interaction) occupy a 1D infinite square well of width L. (a) Give the ground-state energy and full spatial+spin wavefunction. (b) Give the energy and degeneracy of the first excited state, listing the allowed total-spin states and their spatial symmetry. (c) For the first excited spatial configuration, compute <(x1-x2)^2> qualitatively comparison between singlet and triplet (exchange force).","Single-particle levels: E_n = n^2 pi^2 hbar^2/(2mL^2), phi_n(x)=sqrt(2/L)sin(n pi x/L). (a) Ground state: both electrons in n=1. Spatial part phi_1(x1)phi_1(x2) is symmetric, so spin must be antisymmetric -> singlet S=0, (1/sqrt2)(|up dn>-|dn up>). Energy = 2E_1 = pi^2 hbar^2/(mL^2). Nondegenerate. (b) First excited: one electron n=1, other n=2, energy E_1+E_2 = (1+4)E_1 = 5 pi^2 hbar^2/(2mL^2). Total antisymmetry: spatial-symmetric psi_S=(1/sqrt2)[phi_1(1)phi_2(2)+phi_2(1)phi_1(2)] pairs with spin singlet (S=0, antisymmetric); spatial-antisymmetric psi_A=(1/sqrt2)[phi_1(1)phi_2(2)-phi_2(1)phi_1(2)] pairs with spin triplet (S=1, symmetric, 3 states). Total degeneracy = 1 (singlet) + 3 (triplet) = 4. (c) Exchange force: <(x1-x2)^2> = <x^2>_1+<x^2>_2 - 2<x>_1<x>_2 -/+ 2|<x>_12|^2, with the -(symmetric spatial, singlet) and +(antisymmetric spatial, triplet) sign in the exchange term relative to the cross term. The symmetric spatial state (singlet) has the cross term that REDUCES separation (effective attraction), while the antisymmetric spatial state (triplet) INCREASES separation (effective repulsion). Hence <(x1-x2)^2>_triplet > <(x1-x2)^2>_singlet. This 'exchange force' is purely a symmetrization effect, no real force. Reference: Griffiths, Introduction to QM, Ch. 5 (identical particles, exchange force).","WRONG: 'Ground state can be a triplet too, so it is 4-fold degenerate' - false: ground state requires both in n=1 (symmetric spatial), so only the antisymmetric singlet spin state is allowed; it is nondegenerate. Another classic error: ignoring spin entirely and assigning a single symmetric product, or forgetting that the triplet must pair with the ANTISYMMETRIC spatial part (and singlet with symmetric), which reverses the exchange-force conclusion (claiming triplet electrons are closer). Also wrongly putting both electrons in the same orbital with the same spin violates Pauli.","Griffiths - Introduction to Quantum Mechanics (Ch. 5, identical particles)"
"Quantum Physics","For an electron in a hydrogen state with orbital l=1 and spin s=1/2, the spin-orbit coupling makes total J = L+S the good quantum number. (a) What total-j values occur and their degeneracies? (b) Express the state |j=3/2, m_j=1/2> in the uncoupled basis |m_l, m_s> using Clebsch-Gordan coefficients. (c) Evaluate <L.S> in each j-multiplet and verify the weighted average is zero.","(a) Adding l=1 and s=1/2: j = l+s, ..., |l-s| = 3/2 and 1/2. Degeneracies 2j+1: j=3/2 has 4 states, j=1/2 has 2 states; total 6 = (2l+1)(2s+1)=3*2. (b) |3/2,1/2> = sqrt(2/3)|m_l=0, m_s=+1/2> + sqrt(1/3)|m_l=1, m_s=-1/2>. (Clebsch-Gordan: <1,0;1/2,1/2|3/2,1/2>=sqrt(2/3), <1,1;1/2,-1/2|3/2,1/2>=sqrt(1/3).) (c) L.S = (1/2)(J^2-L^2-S^2), so <L.S> = (hbar^2/2)[j(j+1)-l(l+1)-s(s+1)]. For j=3/2: (hbar^2/2)[15/4 - 2 - 3/4] = (hbar^2/2)(1) = hbar^2/2. For j=1/2: (hbar^2/2)[3/4 - 2 - 3/4] = (hbar^2/2)(-2) = -hbar^2. Weighted average over all 6 states: [4*(hbar^2/2) + 2*(-hbar^2)]/6 = [2hbar^2 - 2hbar^2]/6 = 0, consistent with Tr(L.S)=0 (the sum of m_l m_s hbar^2 over the uncoupled basis vanishes). Reference: Sakurai, Modern Quantum Mechanics Ch. 3 (addition of angular momenta); Griffiths Ch. 4 & 6 (fine structure).","WRONG: writing |3/2,1/2> = (1/sqrt2)(|0,+1/2>+|1,-1/2>) with equal 1/sqrt2 coefficients - the CG coefficients are sqrt(2/3) and sqrt(1/3), not equal. Also common: using <L.S> = hbar^2[j(j+1)-l(l+1)-s(s+1)] WITHOUT the factor 1/2, doubling the answer; or forgetting that L.S=(1/2)(J^2-L^2-S^2) requires J^2,L^2,S^2 to act on eigenstates. Reporting j=3/2 as 6 states (confusing with the total dimension) is another error.","Sakurai - Modern Quantum Mechanics (Ch. 3); Griffiths - Introduction to Quantum Mechanics (Ch. 6)"
